"","Transect_code","Date","Year","Month","Time","Island","Site","Bioregion","Diver","Depth","Dive_duration","Transect_length","Census_duration","Current","Temperature_unit","Distance_unit","Thermocline_depth","Species","Sex","SizeClass","N","Trip","Method","SpeciesName"
"1993","10","41690","2014","February","0.4756944444444444","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","52","2","0","C","M",NA,"Triaenodon obesus","hembra","S200",0,"1","UVC","Triaenodon obesus"
"1994","10","41690","2014","February","0.4756944444444444","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","52","2","0","C","M",NA,"Triaenodon obesus","hembra","S210",0,"1","UVC","Triaenodon obesus"
"1995","10","41690","2014","February","0.4756944444444444","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","52","2","0","C","M",NA,"Triaenodon obesus","hembra","S225",0,"1","UVC","Triaenodon obesus"
"1996","10","41690","2014","February","0.4756944444444444","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","52","2","0","C","M",NA,"Triaenodon obesus","hembra","S250",0,"1","UVC","Triaenodon obesus"
"1997","10","41690","2014","February","0.4756944444444444","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","52","2","0","C","M",NA,"Triaenodon obesus","hembra","S300",0,"1","UVC","Triaenodon obesus"
"1998","10","41690","2014","February","0.4756944444444444","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","52","2","0","C","M",NA,"Triaenodon obesus","hembra","S325",0,"1","UVC","Triaenodon obesus"
"1999","10","41690","2014","February","0.4756944444444444","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","52","2","0","C","M",NA,"Triaenodon obesus","hembra","S350",0,"1","UVC","Triaenodon obesus"
"2000","10","41690","2014","February","0.4756944444444444","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","52","2","0","C","M",NA,"Triaenodon obesus","hembra","S400",0,"1","UVC","Triaenodon obesus"
"2001","10","41690","2014","February","0.4756944444444444","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","52","2","0","C","M",NA,"Triaenodon obesus","hembra","S450",0,"1","UVC","Triaenodon obesus"
"2002","11","41690","2014","February","0.4777777777777778","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","59","2","0","C","M",NA,"Lutjanus argentiventris",NA,"S20",0,"1","UVC","Lutjanus argentiventris"
"2003","11","41690","2014","February","0.4777777777777778","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","59","2","0","C","M",NA,"Lutjanus argentiventris",NA,"S30",0,"1","UVC","Lutjanus argentiventris"
"2004","11","41690","2014","February","0.4777777777777778","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","59","2","0","C","M",NA,"Lutjanus argentiventris",NA,"S35",0,"1","UVC","Lutjanus argentiventris"
"2005","11","41690","2014","February","0.4777777777777778","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","59","2","0","C","M",NA,"Lutjanus argentiventris",NA,"S40",5,"1","UVC","Lutjanus argentiventris"
"2006","11","41690","2014","February","0.4777777777777778","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","59","2","0","C","M",NA,"Lutjanus argentiventris",NA,"S50",2,"1","UVC","Lutjanus argentiventris"
"2007","11","41690","2014","February","0.4777777777777778","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","59","2","0","C","M",NA,"Lutjanus argentiventris",NA,"S60",1,"1","UVC","Lutjanus argentiventris"
"2008","11","41690","2014","February","0.4777777777777778","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","59","2","0","C","M",NA,"Lutjanus argentiventris",NA,"S70",0,"1","UVC","Lutjanus argentiventris"
"2009","11","41690","2014","February","0.4777777777777778","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","59","2","0","C","M",NA,"Lutjanus argentiventris",NA,"S80",0,"1","UVC","Lutjanus argentiventris"
"2010","11","41690","2014","February","0.4777777777777778","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","59","2","0","C","M",NA,"Lutjanus argentiventris",NA,"S90",0,"1","UVC","Lutjanus argentiventris"
"2011","11","41690","2014","February","0.4777777777777778","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","59","2","0","C","M",NA,"Lutjanus argentiventris",NA,"S100",0,"1","UVC","Lutjanus argentiventris"
"2012","11","41690","2014","February","0.4777777777777778","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","59","2","0","C","M",NA,"Lutjanus argentiventris",NA,"S110",0,"1","UVC","Lutjanus argentiventris"
"2013","11","41690","2014","February","0.4777777777777778","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","59","2","0","C","M",NA,"Lutjanus argentiventris",NA,"S125",0,"1","UVC","Lutjanus argentiventris"
"2014","11","41690","2014","February","0.4777777777777778","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","59","2","0","C","M",NA,"Lutjanus argentiventris",NA,"S150",0,"1","UVC","Lutjanus argentiventris"
"2015","11","41690","2014","February","0.4777777777777778","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","59","2","0","C","M",NA,"Lutjanus argentiventris",NA,"S175",0,"1","UVC","Lutjanus argentiventris"
"2016","11","41690","2014","February","0.4777777777777778","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","59","2","0","C","M",NA,"Lutjanus argentiventris",NA,"S200",0,"1","UVC","Lutjanus argentiventris"
"2017","11","41690","2014","February","0.4777777777777778","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","59","2","0","C","M",NA,"Lutjanus argentiventris",NA,"S210",0,"1","UVC","Lutjanus argentiventris"
"2018","11","41690","2014","February","0.4777777777777778","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","59","2","0","C","M",NA,"Lutjanus argentiventris",NA,"S225",0,"1","UVC","Lutjanus argentiventris"
"2019","11","41690","2014","February","0.4777777777777778","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","59","2","0","C","M",NA,"Lutjanus argentiventris",NA,"S250",0,"1","UVC","Lutjanus argentiventris"
"2020","11","41690","2014","February","0.4777777777777778","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","59","2","0","C","M",NA,"Lutjanus argentiventris",NA,"S300",0,"1","UVC","Lutjanus argentiventris"
"2021","11","41690","2014","February","0.4777777777777778","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","59","2","0","C","M",NA,"Lutjanus argentiventris",NA,"S325",0,"1","UVC","Lutjanus argentiventris"
"2022","11","41690","2014","February","0.4777777777777778","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","59","2","0","C","M",NA,"Lutjanus argentiventris",NA,"S350",0,"1","UVC","Lutjanus argentiventris"
"2023","11","41690","2014","February","0.4777777777777778","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","59","2","0","C","M",NA,"Lutjanus argentiventris",NA,"S400",0,"1","UVC","Lutjanus argentiventris"
"2024","11","41690","2014","February","0.4777777777777778","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","59","2","0","C","M",NA,"Lutjanus argentiventris",NA,"S450",0,"1","UVC","Lutjanus argentiventris"
"2025","11","41690","2014","February","0.4777777777777778","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","59","2","0","C","M",NA,"Hoplopagrus guentherii",NA,"S20",0,"1","UVC","Hoplopagrus guentherii"
"2026","11","41690","2014","February","0.4777777777777778","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","59","2","0","C","M",NA,"Hoplopagrus guentherii",NA,"S30",0,"1","UVC","Hoplopagrus guentherii"
"2027","11","41690","2014","February","0.4777777777777778","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","59","2","0","C","M",NA,"Hoplopagrus guentherii",NA,"S35",0,"1","UVC","Hoplopagrus guentherii"
"2028","11","41690","2014","February","0.4777777777777778","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","59","2","0","C","M",NA,"Hoplopagrus guentherii",NA,"S40",0,"1","UVC","Hoplopagrus guentherii"
"2029","11","41690","2014","February","0.4777777777777778","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","59","2","0","C","M",NA,"Hoplopagrus guentherii",NA,"S50",0,"1","UVC","Hoplopagrus guentherii"
"2030","11","41690","2014","February","0.4777777777777778","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","59","2","0","C","M",NA,"Hoplopagrus guentherii",NA,"S60",1,"1","UVC","Hoplopagrus guentherii"
"2031","11","41690","2014","February","0.4777777777777778","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","59","2","0","C","M",NA,"Hoplopagrus guentherii",NA,"S70",0,"1","UVC","Hoplopagrus guentherii"
"2032","11","41690","2014","February","0.4777777777777778","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","59","2","0","C","M",NA,"Hoplopagrus guentherii",NA,"S80",0,"1","UVC","Hoplopagrus guentherii"
"2033","11","41690","2014","February","0.4777777777777778","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","59","2","0","C","M",NA,"Hoplopagrus guentherii",NA,"S90",0,"1","UVC","Hoplopagrus guentherii"
"2034","11","41690","2014","February","0.4777777777777778","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","59","2","0","C","M",NA,"Hoplopagrus guentherii",NA,"S100",0,"1","UVC","Hoplopagrus guentherii"
"2035","11","41690","2014","February","0.4777777777777778","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","59","2","0","C","M",NA,"Hoplopagrus guentherii",NA,"S110",0,"1","UVC","Hoplopagrus guentherii"
"2036","11","41690","2014","February","0.4777777777777778","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","59","2","0","C","M",NA,"Hoplopagrus guentherii",NA,"S125",0,"1","UVC","Hoplopagrus guentherii"
"2037","11","41690","2014","February","0.4777777777777778","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","59","2","0","C","M",NA,"Hoplopagrus guentherii",NA,"S150",0,"1","UVC","Hoplopagrus guentherii"
"2038","11","41690","2014","February","0.4777777777777778","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","59","2","0","C","M",NA,"Hoplopagrus guentherii",NA,"S175",0,"1","UVC","Hoplopagrus guentherii"
"2039","11","41690","2014","February","0.4777777777777778","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","59","2","0","C","M",NA,"Hoplopagrus guentherii",NA,"S200",0,"1","UVC","Hoplopagrus guentherii"
"2040","11","41690","2014","February","0.4777777777777778","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","59","2","0","C","M",NA,"Hoplopagrus guentherii",NA,"S210",0,"1","UVC","Hoplopagrus guentherii"
"2041","11","41690","2014","February","0.4777777777777778","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","59","2","0","C","M",NA,"Hoplopagrus guentherii",NA,"S225",0,"1","UVC","Hoplopagrus guentherii"
"2042","11","41690","2014","February","0.4777777777777778","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","59","2","0","C","M",NA,"Hoplopagrus guentherii",NA,"S250",0,"1","UVC","Hoplopagrus guentherii"
"2043","11","41690","2014","February","0.4777777777777778","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","59","2","0","C","M",NA,"Hoplopagrus guentherii",NA,"S300",0,"1","UVC","Hoplopagrus guentherii"
"2044","11","41690","2014","February","0.4777777777777778","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","59","2","0","C","M",NA,"Hoplopagrus guentherii",NA,"S325",0,"1","UVC","Hoplopagrus guentherii"
"2045","11","41690","2014","February","0.4777777777777778","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","59","2","0","C","M",NA,"Hoplopagrus guentherii",NA,"S350",0,"1","UVC","Hoplopagrus guentherii"
"2046","11","41690","2014","February","0.4777777777777778","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","59","2","0","C","M",NA,"Hoplopagrus guentherii",NA,"S400",0,"1","UVC","Hoplopagrus guentherii"
"2047","11","41690","2014","February","0.4777777777777778","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","59","2","0","C","M",NA,"Hoplopagrus guentherii",NA,"S450",0,"1","UVC","Hoplopagrus guentherii"
"2048","12","41690","2014","February","0.4791666666666667","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","57","2","0","C","M",NA,"Lutjanus argentiventris",NA,"S20",0,"1","UVC","Lutjanus argentiventris"
"2049","12","41690","2014","February","0.4791666666666667","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","57","2","0","C","M",NA,"Lutjanus argentiventris",NA,"S30",0,"1","UVC","Lutjanus argentiventris"
"2050","12","41690","2014","February","0.4791666666666667","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","57","2","0","C","M",NA,"Lutjanus argentiventris",NA,"S35",0,"1","UVC","Lutjanus argentiventris"
"2051","12","41690","2014","February","0.4791666666666667","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","57","2","0","C","M",NA,"Lutjanus argentiventris",NA,"S40",5,"1","UVC","Lutjanus argentiventris"
"2052","12","41690","2014","February","0.4791666666666667","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","57","2","0","C","M",NA,"Lutjanus argentiventris",NA,"S50",6,"1","UVC","Lutjanus argentiventris"
"2053","12","41690","2014","February","0.4791666666666667","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","57","2","0","C","M",NA,"Lutjanus argentiventris",NA,"S60",0,"1","UVC","Lutjanus argentiventris"
"2054","12","41690","2014","February","0.4791666666666667","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","57","2","0","C","M",NA,"Lutjanus argentiventris",NA,"S70",4,"1","UVC","Lutjanus argentiventris"
"2055","12","41690","2014","February","0.4791666666666667","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","57","2","0","C","M",NA,"Lutjanus argentiventris",NA,"S80",0,"1","UVC","Lutjanus argentiventris"
"2056","12","41690","2014","February","0.4791666666666667","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","57","2","0","C","M",NA,"Lutjanus argentiventris",NA,"S90",0,"1","UVC","Lutjanus argentiventris"
"2057","12","41690","2014","February","0.4791666666666667","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","57","2","0","C","M",NA,"Lutjanus argentiventris",NA,"S100",0,"1","UVC","Lutjanus argentiventris"
"2058","12","41690","2014","February","0.4791666666666667","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","57","2","0","C","M",NA,"Lutjanus argentiventris",NA,"S110",0,"1","UVC","Lutjanus argentiventris"
"2059","12","41690","2014","February","0.4791666666666667","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","57","2","0","C","M",NA,"Lutjanus argentiventris",NA,"S125",0,"1","UVC","Lutjanus argentiventris"
"2060","12","41690","2014","February","0.4791666666666667","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","57","2","0","C","M",NA,"Lutjanus argentiventris",NA,"S150",0,"1","UVC","Lutjanus argentiventris"
"2061","12","41690","2014","February","0.4791666666666667","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","57","2","0","C","M",NA,"Lutjanus argentiventris",NA,"S175",0,"1","UVC","Lutjanus argentiventris"
"2062","12","41690","2014","February","0.4791666666666667","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","57","2","0","C","M",NA,"Lutjanus argentiventris",NA,"S200",0,"1","UVC","Lutjanus argentiventris"
"2063","12","41690","2014","February","0.4791666666666667","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","57","2","0","C","M",NA,"Lutjanus argentiventris",NA,"S210",0,"1","UVC","Lutjanus argentiventris"
"2064","12","41690","2014","February","0.4791666666666667","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","57","2","0","C","M",NA,"Lutjanus argentiventris",NA,"S225",0,"1","UVC","Lutjanus argentiventris"
"2065","12","41690","2014","February","0.4791666666666667","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","57","2","0","C","M",NA,"Lutjanus argentiventris",NA,"S250",0,"1","UVC","Lutjanus argentiventris"
"2066","12","41690","2014","February","0.4791666666666667","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","57","2","0","C","M",NA,"Lutjanus argentiventris",NA,"S300",0,"1","UVC","Lutjanus argentiventris"
"2067","12","41690","2014","February","0.4791666666666667","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","57","2","0","C","M",NA,"Lutjanus argentiventris",NA,"S325",0,"1","UVC","Lutjanus argentiventris"
"2068","12","41690","2014","February","0.4791666666666667","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","57","2","0","C","M",NA,"Lutjanus argentiventris",NA,"S350",0,"1","UVC","Lutjanus argentiventris"
"2069","12","41690","2014","February","0.4791666666666667","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","57","2","0","C","M",NA,"Lutjanus argentiventris",NA,"S400",0,"1","UVC","Lutjanus argentiventris"
"2070","12","41690","2014","February","0.4791666666666667","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","57","2","0","C","M",NA,"Lutjanus argentiventris",NA,"S450",0,"1","UVC","Lutjanus argentiventris"
"2071","13","41690","2014","February","0.48125","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","56","2","0","C","M",NA,"Lutjanus argentiventris",NA,"S20",0,"1","UVC","Lutjanus argentiventris"
"2072","13","41690","2014","February","0.48125","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","56","2","0","C","M",NA,"Lutjanus argentiventris",NA,"S30",0,"1","UVC","Lutjanus argentiventris"
"2073","13","41690","2014","February","0.48125","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","56","2","0","C","M",NA,"Lutjanus argentiventris",NA,"S35",0,"1","UVC","Lutjanus argentiventris"
"2074","13","41690","2014","February","0.48125","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","56","2","0","C","M",NA,"Lutjanus argentiventris",NA,"S40",0,"1","UVC","Lutjanus argentiventris"
"2075","13","41690","2014","February","0.48125","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","56","2","0","C","M",NA,"Lutjanus argentiventris",NA,"S50",4,"1","UVC","Lutjanus argentiventris"
"2076","13","41690","2014","February","0.48125","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","56","2","0","C","M",NA,"Lutjanus argentiventris",NA,"S60",0,"1","UVC","Lutjanus argentiventris"
"2077","13","41690","2014","February","0.48125","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","56","2","0","C","M",NA,"Lutjanus argentiventris",NA,"S70",0,"1","UVC","Lutjanus argentiventris"
"2078","13","41690","2014","February","0.48125","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","56","2","0","C","M",NA,"Lutjanus argentiventris",NA,"S80",0,"1","UVC","Lutjanus argentiventris"
"2079","13","41690","2014","February","0.48125","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","56","2","0","C","M",NA,"Lutjanus argentiventris",NA,"S90",0,"1","UVC","Lutjanus argentiventris"
"2080","13","41690","2014","February","0.48125","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","56","2","0","C","M",NA,"Lutjanus argentiventris",NA,"S100",0,"1","UVC","Lutjanus argentiventris"
"2081","13","41690","2014","February","0.48125","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","56","2","0","C","M",NA,"Lutjanus argentiventris",NA,"S110",0,"1","UVC","Lutjanus argentiventris"
"2082","13","41690","2014","February","0.48125","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","56","2","0","C","M",NA,"Lutjanus argentiventris",NA,"S125",0,"1","UVC","Lutjanus argentiventris"
"2083","13","41690","2014","February","0.48125","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","56","2","0","C","M",NA,"Lutjanus argentiventris",NA,"S150",0,"1","UVC","Lutjanus argentiventris"
"2084","13","41690","2014","February","0.48125","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","56","2","0","C","M",NA,"Lutjanus argentiventris",NA,"S175",0,"1","UVC","Lutjanus argentiventris"
"2085","13","41690","2014","February","0.48125","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","56","2","0","C","M",NA,"Lutjanus argentiventris",NA,"S200",0,"1","UVC","Lutjanus argentiventris"
"2086","13","41690","2014","February","0.48125","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","56","2","0","C","M",NA,"Lutjanus argentiventris",NA,"S210",0,"1","UVC","Lutjanus argentiventris"
"2087","13","41690","2014","February","0.48125","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","56","2","0","C","M",NA,"Lutjanus argentiventris",NA,"S225",0,"1","UVC","Lutjanus argentiventris"
"2088","13","41690","2014","February","0.48125","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","56","2","0","C","M",NA,"Lutjanus argentiventris",NA,"S250",0,"1","UVC","Lutjanus argentiventris"
"2089","13","41690","2014","February","0.48125","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","56","2","0","C","M",NA,"Lutjanus argentiventris",NA,"S300",0,"1","UVC","Lutjanus argentiventris"
"2090","13","41690","2014","February","0.48125","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","56","2","0","C","M",NA,"Lutjanus argentiventris",NA,"S325",0,"1","UVC","Lutjanus argentiventris"
"2091","13","41690","2014","February","0.48125","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","56","2","0","C","M",NA,"Lutjanus argentiventris",NA,"S350",0,"1","UVC","Lutjanus argentiventris"
"2092","13","41690","2014","February","0.48125","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","56","2","0","C","M",NA,"Lutjanus argentiventris",NA,"S400",0,"1","UVC","Lutjanus argentiventris"
"2093","13","41690","2014","February","0.48125","Marchena","Marchena Este (Pta Espejo)","Norte","Pelayo Salinas","10","40","56","2","0","C","M",NA,"Lutjanus argentiventris",NA,"S450",0,"1","UVC","Lutjanus argentiventris"
"2094","1","41690","2014","February","0.611111111111111","Marchena","Punta Calle","Norte","David Acuña","16","25","40","2","1","C","M",NA,"Mycteroperca olfax",NA,"S20",0,"1","UVC","Mycteroperca olfax"
"2095","1","41690","2014","February","0.611111111111111","Marchena","Punta Calle","Norte","David Acuña","16","25","40","2","1","C","M",NA,"Mycteroperca olfax",NA,"S30",0,"1","UVC","Mycteroperca olfax"
"2096","1","41690","2014","February","0.611111111111111","Marchena","Punta Calle","Norte","David Acuña","16","25","40","2","1","C","M",NA,"Mycteroperca olfax",NA,"S35",0,"1","UVC","Mycteroperca olfax"
"2097","1","41690","2014","February","0.611111111111111","Marchena","Punta Calle","Norte","David Acuña","16","25","40","2","1","C","M",NA,"Mycteroperca olfax",NA,"S40",2,"1","UVC","Mycteroperca olfax"
"2098","1","41690","2014","February","0.611111111111111","Marchena","Punta Calle","Norte","David Acuña","16","25","40","2","1","C","M",NA,"Mycteroperca olfax",NA,"S50",0,"1","UVC","Mycteroperca olfax"
"2099","1","41690","2014","February","0.611111111111111","Marchena","Punta Calle","Norte","David Acuña","16","25","40","2","1","C","M",NA,"Mycteroperca olfax",NA,"S60",0,"1","UVC","Mycteroperca olfax"
"2100","1","41690","2014","February","0.611111111111111","Marchena","Punta Calle","Norte","David Acuña","16","25","40","2","1","C","M",NA,"Mycteroperca olfax",NA,"S70",0,"1","UVC","Mycteroperca olfax"
"2101","1","41690","2014","February","0.611111111111111","Marchena","Punta Calle","Norte","David Acuña","16","25","40","2","1","C","M",NA,"Mycteroperca olfax",NA,"S80",0,"1","UVC","Mycteroperca olfax"
"2102","1","41690","2014","February","0.611111111111111","Marchena","Punta Calle","Norte","David Acuña","16","25","40","2","1","C","M",NA,"Mycteroperca olfax",NA,"S90",0,"1","UVC","Mycteroperca olfax"
"2103","1","41690","2014","February","0.611111111111111","Marchena","Punta Calle","Norte","David Acuña","16","25","40","2","1","C","M",NA,"Mycteroperca olfax",NA,"S100",0,"1","UVC","Mycteroperca olfax"
"2104","1","41690","2014","February","0.611111111111111","Marchena","Punta Calle","Norte","David Acuña","16","25","40","2","1","C","M",NA,"Mycteroperca olfax",NA,"S110",0,"1","UVC","Mycteroperca olfax"
"2105","1","41690","2014","February","0.611111111111111","Marchena","Punta Calle","Norte","David Acuña","16","25","40","2","1","C","M",NA,"Mycteroperca olfax",NA,"S125",0,"1","UVC","Mycteroperca olfax"
"2106","1","41690","2014","February","0.611111111111111","Marchena","Punta Calle","Norte","David Acuña","16","25","40","2","1","C","M",NA,"Mycteroperca olfax",NA,"S150",0,"1","UVC","Mycteroperca olfax"
"2107","1","41690","2014","February","0.611111111111111","Marchena","Punta Calle","Norte","David Acuña","16","25","40","2","1","C","M",NA,"Mycteroperca olfax",NA,"S175",0,"1","UVC","Mycteroperca olfax"
"2108","1","41690","2014","February","0.611111111111111","Marchena","Punta Calle","Norte","David Acuña","16","25","40","2","1","C","M",NA,"Mycteroperca olfax",NA,"S200",0,"1","UVC","Mycteroperca olfax"
"2109","1","41690","2014","February","0.611111111111111","Marchena","Punta Calle","Norte","David Acuña","16","25","40","2","1","C","M",NA,"Mycteroperca olfax",NA,"S210",0,"1","UVC","Mycteroperca olfax"
"2110","1","41690","2014","February","0.611111111111111","Marchena","Punta Calle","Norte","David Acuña","16","25","40","2","1","C","M",NA,"Mycteroperca olfax",NA,"S225",0,"1","UVC","Mycteroperca olfax"
"2111","1","41690","2014","February","0.611111111111111","Marchena","Punta Calle","Norte","David Acuña","16","25","40","2","1","C","M",NA,"Mycteroperca olfax",NA,"S250",0,"1","UVC","Mycteroperca olfax"
"2112","1","41690","2014","February","0.611111111111111","Marchena","Punta Calle","Norte","David Acuña","16","25","40","2","1","C","M",NA,"Mycteroperca olfax",NA,"S300",0,"1","UVC","Mycteroperca olfax"
"2113","1","41690","2014","February","0.611111111111111","Marchena","Punta Calle","Norte","David Acuña","16","25","40","2","1","C","M",NA,"Mycteroperca olfax",NA,"S325",0,"1","UVC","Mycteroperca olfax"
"2114","1","41690","2014","February","0.611111111111111","Marchena","Punta Calle","Norte","David Acuña","16","25","40","2","1","C","M",NA,"Mycteroperca olfax",NA,"S350",0,"1","UVC","Mycteroperca olfax"
