"","Trasect_code","Date","Time","Island","Site","Bioregion","Diver","Depth","Dive_duration","Transect_length","Census_duration","Current","Temperature","Distance","Thermocline_depth","Water_temp_over_therm","Water_temp_below_therm","Vis_over_therm","Vis_below_therm","SPECIES","Sex","Comments","SizeClass_cm","N","Trip","Habitat_type_RSM","Rugosity_0_3","Inclination_0_3","Rocky_reef_max_depth","Method"
"335",3,"19-feb-14","07:20","Marchena","El Finado","Norte","David Acuña",18,42,49,2,1,"C","M",NA,24,NA,10,NA,"Lutjanus argentiventris",NA,NA,"50",NA,1,NA,NA,NA,NA,"UVC"
"336",3,"19-feb-14","07:20","Marchena","El Finado","Norte","David Acuña",18,42,49,2,1,"C","M",NA,24,NA,10,NA,"Lutjanus argentiventris",NA,NA,"60",1,1,NA,NA,NA,NA,"UVC"
"337",3,"19-feb-14","07:20","Marchena","El Finado","Norte","David Acuña",18,42,49,2,1,"C","M",NA,24,NA,10,NA,"Lutjanus argentiventris",NA,NA,"70",NA,1,NA,NA,NA,NA,"UVC"
"338",3,"19-feb-14","07:20","Marchena","El Finado","Norte","David Acuña",18,42,49,2,1,"C","M",NA,24,NA,10,NA,"Lutjanus argentiventris",NA,NA,"80",NA,1,NA,NA,NA,NA,"UVC"
"339",3,"19-feb-14","07:20","Marchena","El Finado","Norte","David Acuña",18,42,49,2,1,"C","M",NA,24,NA,10,NA,"Lutjanus argentiventris",NA,NA,"90",NA,1,NA,NA,NA,NA,"UVC"
"340",3,"19-feb-14","07:20","Marchena","El Finado","Norte","David Acuña",18,42,49,2,1,"C","M",NA,24,NA,10,NA,"Lutjanus argentiventris",NA,NA,"100",NA,1,NA,NA,NA,NA,"UVC"
"341",3,"19-feb-14","07:20","Marchena","El Finado","Norte","David Acuña",18,42,49,2,1,"C","M",NA,24,NA,10,NA,"Lutjanus argentiventris",NA,NA,"110",NA,1,NA,NA,NA,NA,"UVC"
"342",3,"19-feb-14","07:20","Marchena","El Finado","Norte","David Acuña",18,42,49,2,1,"C","M",NA,24,NA,10,NA,"Lutjanus argentiventris",NA,NA,"125",NA,1,NA,NA,NA,NA,"UVC"
"343",3,"19-feb-14","07:20","Marchena","El Finado","Norte","David Acuña",18,42,49,2,1,"C","M",NA,24,NA,10,NA,"Lutjanus argentiventris",NA,NA,"150",NA,1,NA,NA,NA,NA,"UVC"
"344",3,"19-feb-14","07:20","Marchena","El Finado","Norte","David Acuña",18,42,49,2,1,"C","M",NA,24,NA,10,NA,"Lutjanus argentiventris",NA,NA,"175",NA,1,NA,NA,NA,NA,"UVC"
"345",3,"19-feb-14","07:20","Marchena","El Finado","Norte","David Acuña",18,42,49,2,1,"C","M",NA,24,NA,10,NA,"Lutjanus argentiventris",NA,NA,"200",NA,1,NA,NA,NA,NA,"UVC"
"346",3,"19-feb-14","07:20","Marchena","El Finado","Norte","David Acuña",18,42,49,2,1,"C","M",NA,24,NA,10,NA,"Lutjanus argentiventris",NA,NA,"210",NA,1,NA,NA,NA,NA,"UVC"
"347",3,"19-feb-14","07:20","Marchena","El Finado","Norte","David Acuña",18,42,49,2,1,"C","M",NA,24,NA,10,NA,"Lutjanus argentiventris",NA,NA,"225",NA,1,NA,NA,NA,NA,"UVC"
"348",3,"19-feb-14","07:20","Marchena","El Finado","Norte","David Acuña",18,42,49,2,1,"C","M",NA,24,NA,10,NA,"Lutjanus argentiventris",NA,NA,"250",NA,1,NA,NA,NA,NA,"UVC"
"349",3,"19-feb-14","07:20","Marchena","El Finado","Norte","David Acuña",18,42,49,2,1,"C","M",NA,24,NA,10,NA,"Lutjanus argentiventris",NA,NA,"300",NA,1,NA,NA,NA,NA,"UVC"
"350",3,"19-feb-14","07:20","Marchena","El Finado","Norte","David Acuña",18,42,49,2,1,"C","M",NA,24,NA,10,NA,"Lutjanus argentiventris",NA,NA,"350",NA,1,NA,NA,NA,NA,"UVC"
"351",3,"19-feb-14","07:20","Marchena","El Finado","Norte","David Acuña",18,42,49,2,1,"C","M",NA,24,NA,10,NA,"Lutjanus argentiventris",NA,NA,"400",NA,1,NA,NA,NA,NA,"UVC"
"352",3,"19-feb-14","07:20","Marchena","El Finado","Norte","David Acuña",18,42,49,2,1,"C","M",NA,24,NA,10,NA,"Lutjanus argentiventris",NA,NA,">400",NA,1,NA,NA,NA,NA,"UVC"
"353",3,"19-feb-14","07:20","Marchena","El Finado","Norte","David Acuña",18,42,49,2,1,"C","M",NA,24,NA,10,NA,"Dermatolepis dermatolepis",NA,NA,"<30",NA,1,NA,NA,NA,NA,"UVC"
"354",3,"19-feb-14","07:20","Marchena","El Finado","Norte","David Acuña",18,42,49,2,1,"C","M",NA,24,NA,10,NA,"Dermatolepis dermatolepis",NA,NA,"30",NA,1,NA,NA,NA,NA,"UVC"
"355",3,"19-feb-14","07:20","Marchena","El Finado","Norte","David Acuña",18,42,49,2,1,"C","M",NA,24,NA,10,NA,"Dermatolepis dermatolepis",NA,NA,"35",NA,1,NA,NA,NA,NA,"UVC"
"356",3,"19-feb-14","07:20","Marchena","El Finado","Norte","David Acuña",18,42,49,2,1,"C","M",NA,24,NA,10,NA,"Dermatolepis dermatolepis",NA,NA,"40",1,1,NA,NA,NA,NA,"UVC"
"357",3,"19-feb-14","07:20","Marchena","El Finado","Norte","David Acuña",18,42,49,2,1,"C","M",NA,24,NA,10,NA,"Dermatolepis dermatolepis",NA,NA,"50",1,1,NA,NA,NA,NA,"UVC"
"358",3,"19-feb-14","07:20","Marchena","El Finado","Norte","David Acuña",18,42,49,2,1,"C","M",NA,24,NA,10,NA,"Dermatolepis dermatolepis",NA,NA,"60",NA,1,NA,NA,NA,NA,"UVC"
"359",3,"19-feb-14","07:20","Marchena","El Finado","Norte","David Acuña",18,42,49,2,1,"C","M",NA,24,NA,10,NA,"Dermatolepis dermatolepis",NA,NA,"70",NA,1,NA,NA,NA,NA,"UVC"
"360",3,"19-feb-14","07:20","Marchena","El Finado","Norte","David Acuña",18,42,49,2,1,"C","M",NA,24,NA,10,NA,"Dermatolepis dermatolepis",NA,NA,"80",NA,1,NA,NA,NA,NA,"UVC"
"361",3,"19-feb-14","07:20","Marchena","El Finado","Norte","David Acuña",18,42,49,2,1,"C","M",NA,24,NA,10,NA,"Dermatolepis dermatolepis",NA,NA,"90",NA,1,NA,NA,NA,NA,"UVC"
"362",3,"19-feb-14","07:20","Marchena","El Finado","Norte","David Acuña",18,42,49,2,1,"C","M",NA,24,NA,10,NA,"Dermatolepis dermatolepis",NA,NA,"100",NA,1,NA,NA,NA,NA,"UVC"
"363",3,"19-feb-14","07:20","Marchena","El Finado","Norte","David Acuña",18,42,49,2,1,"C","M",NA,24,NA,10,NA,"Dermatolepis dermatolepis",NA,NA,"110",NA,1,NA,NA,NA,NA,"UVC"
"364",3,"19-feb-14","07:20","Marchena","El Finado","Norte","David Acuña",18,42,49,2,1,"C","M",NA,24,NA,10,NA,"Dermatolepis dermatolepis",NA,NA,"125",NA,1,NA,NA,NA,NA,"UVC"
"365",3,"19-feb-14","07:20","Marchena","El Finado","Norte","David Acuña",18,42,49,2,1,"C","M",NA,24,NA,10,NA,"Dermatolepis dermatolepis",NA,NA,"150",NA,1,NA,NA,NA,NA,"UVC"
"366",3,"19-feb-14","07:20","Marchena","El Finado","Norte","David Acuña",18,42,49,2,1,"C","M",NA,24,NA,10,NA,"Dermatolepis dermatolepis",NA,NA,"175",NA,1,NA,NA,NA,NA,"UVC"
"367",3,"19-feb-14","07:20","Marchena","El Finado","Norte","David Acuña",18,42,49,2,1,"C","M",NA,24,NA,10,NA,"Dermatolepis dermatolepis",NA,NA,"200",NA,1,NA,NA,NA,NA,"UVC"
"368",3,"19-feb-14","07:20","Marchena","El Finado","Norte","David Acuña",18,42,49,2,1,"C","M",NA,24,NA,10,NA,"Dermatolepis dermatolepis",NA,NA,"210",NA,1,NA,NA,NA,NA,"UVC"
"369",3,"19-feb-14","07:20","Marchena","El Finado","Norte","David Acuña",18,42,49,2,1,"C","M",NA,24,NA,10,NA,"Dermatolepis dermatolepis",NA,NA,"225",NA,1,NA,NA,NA,NA,"UVC"
"370",3,"19-feb-14","07:20","Marchena","El Finado","Norte","David Acuña",18,42,49,2,1,"C","M",NA,24,NA,10,NA,"Dermatolepis dermatolepis",NA,NA,"250",NA,1,NA,NA,NA,NA,"UVC"
"371",3,"19-feb-14","07:20","Marchena","El Finado","Norte","David Acuña",18,42,49,2,1,"C","M",NA,24,NA,10,NA,"Dermatolepis dermatolepis",NA,NA,"300",NA,1,NA,NA,NA,NA,"UVC"
"372",3,"19-feb-14","07:20","Marchena","El Finado","Norte","David Acuña",18,42,49,2,1,"C","M",NA,24,NA,10,NA,"Dermatolepis dermatolepis",NA,NA,"350",NA,1,NA,NA,NA,NA,"UVC"
"373",3,"19-feb-14","07:20","Marchena","El Finado","Norte","David Acuña",18,42,49,2,1,"C","M",NA,24,NA,10,NA,"Dermatolepis dermatolepis",NA,NA,"400",NA,1,NA,NA,NA,NA,"UVC"
"374",3,"19-feb-14","07:20","Marchena","El Finado","Norte","David Acuña",18,42,49,2,1,"C","M",NA,24,NA,10,NA,"Dermatolepis dermatolepis",NA,NA,">400",NA,1,NA,NA,NA,NA,"UVC"
"375",3,"19-feb-14","07:20","Marchena","El Finado","Norte","David Acuña",18,42,49,2,1,"C","M",NA,24,NA,10,NA,"Mycteroperca olfax",NA,NA,"<30",NA,1,NA,NA,NA,NA,"UVC"
"376",3,"19-feb-14","07:20","Marchena","El Finado","Norte","David Acuña",18,42,49,2,1,"C","M",NA,24,NA,10,NA,"Mycteroperca olfax",NA,NA,"30",NA,1,NA,NA,NA,NA,"UVC"
"377",3,"19-feb-14","07:20","Marchena","El Finado","Norte","David Acuña",18,42,49,2,1,"C","M",NA,24,NA,10,NA,"Mycteroperca olfax",NA,NA,"35",NA,1,NA,NA,NA,NA,"UVC"
"378",3,"19-feb-14","07:20","Marchena","El Finado","Norte","David Acuña",18,42,49,2,1,"C","M",NA,24,NA,10,NA,"Mycteroperca olfax",NA,NA,"40",2,1,NA,NA,NA,NA,"UVC"
"379",3,"19-feb-14","07:20","Marchena","El Finado","Norte","David Acuña",18,42,49,2,1,"C","M",NA,24,NA,10,NA,"Mycteroperca olfax",NA,NA,"50",NA,1,NA,NA,NA,NA,"UVC"
"380",3,"19-feb-14","07:20","Marchena","El Finado","Norte","David Acuña",18,42,49,2,1,"C","M",NA,24,NA,10,NA,"Mycteroperca olfax",NA,NA,"60",NA,1,NA,NA,NA,NA,"UVC"
"381",3,"19-feb-14","07:20","Marchena","El Finado","Norte","David Acuña",18,42,49,2,1,"C","M",NA,24,NA,10,NA,"Mycteroperca olfax",NA,NA,"70",NA,1,NA,NA,NA,NA,"UVC"
"382",3,"19-feb-14","07:20","Marchena","El Finado","Norte","David Acuña",18,42,49,2,1,"C","M",NA,24,NA,10,NA,"Mycteroperca olfax",NA,NA,"80",NA,1,NA,NA,NA,NA,"UVC"
"383",3,"19-feb-14","07:20","Marchena","El Finado","Norte","David Acuña",18,42,49,2,1,"C","M",NA,24,NA,10,NA,"Mycteroperca olfax",NA,NA,"90",NA,1,NA,NA,NA,NA,"UVC"
"384",3,"19-feb-14","07:20","Marchena","El Finado","Norte","David Acuña",18,42,49,2,1,"C","M",NA,24,NA,10,NA,"Mycteroperca olfax",NA,NA,"100",NA,1,NA,NA,NA,NA,"UVC"
"385",3,"19-feb-14","07:20","Marchena","El Finado","Norte","David Acuña",18,42,49,2,1,"C","M",NA,24,NA,10,NA,"Mycteroperca olfax",NA,NA,"110",NA,1,NA,NA,NA,NA,"UVC"
"386",3,"19-feb-14","07:20","Marchena","El Finado","Norte","David Acuña",18,42,49,2,1,"C","M",NA,24,NA,10,NA,"Mycteroperca olfax",NA,NA,"125",NA,1,NA,NA,NA,NA,"UVC"
"387",3,"19-feb-14","07:20","Marchena","El Finado","Norte","David Acuña",18,42,49,2,1,"C","M",NA,24,NA,10,NA,"Mycteroperca olfax",NA,NA,"150",NA,1,NA,NA,NA,NA,"UVC"
"388",3,"19-feb-14","07:20","Marchena","El Finado","Norte","David Acuña",18,42,49,2,1,"C","M",NA,24,NA,10,NA,"Mycteroperca olfax",NA,NA,"175",NA,1,NA,NA,NA,NA,"UVC"
"389",3,"19-feb-14","07:20","Marchena","El Finado","Norte","David Acuña",18,42,49,2,1,"C","M",NA,24,NA,10,NA,"Mycteroperca olfax",NA,NA,"200",NA,1,NA,NA,NA,NA,"UVC"
"390",3,"19-feb-14","07:20","Marchena","El Finado","Norte","David Acuña",18,42,49,2,1,"C","M",NA,24,NA,10,NA,"Mycteroperca olfax",NA,NA,"210",NA,1,NA,NA,NA,NA,"UVC"
"391",3,"19-feb-14","07:20","Marchena","El Finado","Norte","David Acuña",18,42,49,2,1,"C","M",NA,24,NA,10,NA,"Mycteroperca olfax",NA,NA,"225",NA,1,NA,NA,NA,NA,"UVC"
"392",3,"19-feb-14","07:20","Marchena","El Finado","Norte","David Acuña",18,42,49,2,1,"C","M",NA,24,NA,10,NA,"Mycteroperca olfax",NA,NA,"250",NA,1,NA,NA,NA,NA,"UVC"
"393",3,"19-feb-14","07:20","Marchena","El Finado","Norte","David Acuña",18,42,49,2,1,"C","M",NA,24,NA,10,NA,"Mycteroperca olfax",NA,NA,"300",NA,1,NA,NA,NA,NA,"UVC"
"394",3,"19-feb-14","07:20","Marchena","El Finado","Norte","David Acuña",18,42,49,2,1,"C","M",NA,24,NA,10,NA,"Mycteroperca olfax",NA,NA,"350",NA,1,NA,NA,NA,NA,"UVC"
"395",3,"19-feb-14","07:20","Marchena","El Finado","Norte","David Acuña",18,42,49,2,1,"C","M",NA,24,NA,10,NA,"Mycteroperca olfax",NA,NA,"400",NA,1,NA,NA,NA,NA,"UVC"
"396",3,"19-feb-14","07:20","Marchena","El Finado","Norte","David Acuña",18,42,49,2,1,"C","M",NA,24,NA,10,NA,"Mycteroperca olfax",NA,NA,">400",NA,1,NA,NA,NA,NA,"UVC"
"397",4,"19-feb-14","07:23","Marchena","El Finado","Norte","David Acuña",18,42,53,2,1,"C","M",NA,24,NA,10,NA,"Lutjanus argentiventris",NA,NA,"<30",NA,1,NA,NA,NA,NA,"UVC"
"398",4,"19-feb-14","07:23","Marchena","El Finado","Norte","David Acuña",18,42,53,2,1,"C","M",NA,24,NA,10,NA,"Lutjanus argentiventris",NA,NA,"30",NA,1,NA,NA,NA,NA,"UVC"
"399",4,"19-feb-14","07:23","Marchena","El Finado","Norte","David Acuña",18,42,53,2,1,"C","M",NA,24,NA,10,NA,"Lutjanus argentiventris",NA,NA,"35",NA,1,NA,NA,NA,NA,"UVC"
"400",4,"19-feb-14","07:23","Marchena","El Finado","Norte","David Acuña",18,42,53,2,1,"C","M",NA,24,NA,10,NA,"Lutjanus argentiventris",NA,NA,"40",1,1,NA,NA,NA,NA,"UVC"
"401",4,"19-feb-14","07:23","Marchena","El Finado","Norte","David Acuña",18,42,53,2,1,"C","M",NA,24,NA,10,NA,"Lutjanus argentiventris",NA,NA,"50",NA,1,NA,NA,NA,NA,"UVC"
"402",4,"19-feb-14","07:23","Marchena","El Finado","Norte","David Acuña",18,42,53,2,1,"C","M",NA,24,NA,10,NA,"Lutjanus argentiventris",NA,NA,"60",NA,1,NA,NA,NA,NA,"UVC"
"403",4,"19-feb-14","07:23","Marchena","El Finado","Norte","David Acuña",18,42,53,2,1,"C","M",NA,24,NA,10,NA,"Lutjanus argentiventris",NA,NA,"70",NA,1,NA,NA,NA,NA,"UVC"
"404",4,"19-feb-14","07:23","Marchena","El Finado","Norte","David Acuña",18,42,53,2,1,"C","M",NA,24,NA,10,NA,"Lutjanus argentiventris",NA,NA,"80",NA,1,NA,NA,NA,NA,"UVC"
"405",4,"19-feb-14","07:23","Marchena","El Finado","Norte","David Acuña",18,42,53,2,1,"C","M",NA,24,NA,10,NA,"Lutjanus argentiventris",NA,NA,"90",NA,1,NA,NA,NA,NA,"UVC"
"406",4,"19-feb-14","07:23","Marchena","El Finado","Norte","David Acuña",18,42,53,2,1,"C","M",NA,24,NA,10,NA,"Lutjanus argentiventris",NA,NA,"100",NA,1,NA,NA,NA,NA,"UVC"
"407",4,"19-feb-14","07:23","Marchena","El Finado","Norte","David Acuña",18,42,53,2,1,"C","M",NA,24,NA,10,NA,"Lutjanus argentiventris",NA,NA,"110",NA,1,NA,NA,NA,NA,"UVC"
"408",4,"19-feb-14","07:23","Marchena","El Finado","Norte","David Acuña",18,42,53,2,1,"C","M",NA,24,NA,10,NA,"Lutjanus argentiventris",NA,NA,"125",NA,1,NA,NA,NA,NA,"UVC"
"409",4,"19-feb-14","07:23","Marchena","El Finado","Norte","David Acuña",18,42,53,2,1,"C","M",NA,24,NA,10,NA,"Lutjanus argentiventris",NA,NA,"150",NA,1,NA,NA,NA,NA,"UVC"
"410",4,"19-feb-14","07:23","Marchena","El Finado","Norte","David Acuña",18,42,53,2,1,"C","M",NA,24,NA,10,NA,"Lutjanus argentiventris",NA,NA,"175",NA,1,NA,NA,NA,NA,"UVC"
"411",4,"19-feb-14","07:23","Marchena","El Finado","Norte","David Acuña",18,42,53,2,1,"C","M",NA,24,NA,10,NA,"Lutjanus argentiventris",NA,NA,"200",NA,1,NA,NA,NA,NA,"UVC"
"412",4,"19-feb-14","07:23","Marchena","El Finado","Norte","David Acuña",18,42,53,2,1,"C","M",NA,24,NA,10,NA,"Lutjanus argentiventris",NA,NA,"210",NA,1,NA,NA,NA,NA,"UVC"
"413",4,"19-feb-14","07:23","Marchena","El Finado","Norte","David Acuña",18,42,53,2,1,"C","M",NA,24,NA,10,NA,"Lutjanus argentiventris",NA,NA,"225",NA,1,NA,NA,NA,NA,"UVC"
"414",4,"19-feb-14","07:23","Marchena","El Finado","Norte","David Acuña",18,42,53,2,1,"C","M",NA,24,NA,10,NA,"Lutjanus argentiventris",NA,NA,"250",NA,1,NA,NA,NA,NA,"UVC"
"415",4,"19-feb-14","07:23","Marchena","El Finado","Norte","David Acuña",18,42,53,2,1,"C","M",NA,24,NA,10,NA,"Lutjanus argentiventris",NA,NA,"300",NA,1,NA,NA,NA,NA,"UVC"
"416",4,"19-feb-14","07:23","Marchena","El Finado","Norte","David Acuña",18,42,53,2,1,"C","M",NA,24,NA,10,NA,"Lutjanus argentiventris",NA,NA,"350",NA,1,NA,NA,NA,NA,"UVC"
"417",4,"19-feb-14","07:23","Marchena","El Finado","Norte","David Acuña",18,42,53,2,1,"C","M",NA,24,NA,10,NA,"Lutjanus argentiventris",NA,NA,"400",NA,1,NA,NA,NA,NA,"UVC"
"418",4,"19-feb-14","07:23","Marchena","El Finado","Norte","David Acuña",18,42,53,2,1,"C","M",NA,24,NA,10,NA,"Lutjanus argentiventris",NA,NA,">400",NA,1,NA,NA,NA,NA,"UVC"
"419",4,"19-feb-14","07:23","Marchena","El Finado","Norte","David Acuña",18,42,53,2,1,"C","M",NA,24,NA,10,NA,"Mycteroperca olfax",NA,NA,"<30",NA,1,NA,NA,NA,NA,"UVC"
"420",4,"19-feb-14","07:23","Marchena","El Finado","Norte","David Acuña",18,42,53,2,1,"C","M",NA,24,NA,10,NA,"Mycteroperca olfax",NA,NA,"30",NA,1,NA,NA,NA,NA,"UVC"
"421",4,"19-feb-14","07:23","Marchena","El Finado","Norte","David Acuña",18,42,53,2,1,"C","M",NA,24,NA,10,NA,"Mycteroperca olfax",NA,NA,"35",NA,1,NA,NA,NA,NA,"UVC"
"422",4,"19-feb-14","07:23","Marchena","El Finado","Norte","David Acuña",18,42,53,2,1,"C","M",NA,24,NA,10,NA,"Mycteroperca olfax",NA,NA,"40",3,1,NA,NA,NA,NA,"UVC"
"423",4,"19-feb-14","07:23","Marchena","El Finado","Norte","David Acuña",18,42,53,2,1,"C","M",NA,24,NA,10,NA,"Mycteroperca olfax",NA,NA,"50",1,1,NA,NA,NA,NA,"UVC"
"424",4,"19-feb-14","07:23","Marchena","El Finado","Norte","David Acuña",18,42,53,2,1,"C","M",NA,24,NA,10,NA,"Mycteroperca olfax",NA,NA,"60",NA,1,NA,NA,NA,NA,"UVC"
"425",4,"19-feb-14","07:23","Marchena","El Finado","Norte","David Acuña",18,42,53,2,1,"C","M",NA,24,NA,10,NA,"Mycteroperca olfax",NA,NA,"70",NA,1,NA,NA,NA,NA,"UVC"
"426",4,"19-feb-14","07:23","Marchena","El Finado","Norte","David Acuña",18,42,53,2,1,"C","M",NA,24,NA,10,NA,"Mycteroperca olfax",NA,NA,"80",NA,1,NA,NA,NA,NA,"UVC"
"427",4,"19-feb-14","07:23","Marchena","El Finado","Norte","David Acuña",18,42,53,2,1,"C","M",NA,24,NA,10,NA,"Mycteroperca olfax",NA,NA,"90",NA,1,NA,NA,NA,NA,"UVC"
"428",4,"19-feb-14","07:23","Marchena","El Finado","Norte","David Acuña",18,42,53,2,1,"C","M",NA,24,NA,10,NA,"Mycteroperca olfax",NA,NA,"100",NA,1,NA,NA,NA,NA,"UVC"
"429",4,"19-feb-14","07:23","Marchena","El Finado","Norte","David Acuña",18,42,53,2,1,"C","M",NA,24,NA,10,NA,"Mycteroperca olfax",NA,NA,"110",NA,1,NA,NA,NA,NA,"UVC"
"430",4,"19-feb-14","07:23","Marchena","El Finado","Norte","David Acuña",18,42,53,2,1,"C","M",NA,24,NA,10,NA,"Mycteroperca olfax",NA,NA,"125",NA,1,NA,NA,NA,NA,"UVC"
"431",4,"19-feb-14","07:23","Marchena","El Finado","Norte","David Acuña",18,42,53,2,1,"C","M",NA,24,NA,10,NA,"Mycteroperca olfax",NA,NA,"150",NA,1,NA,NA,NA,NA,"UVC"
"432",4,"19-feb-14","07:23","Marchena","El Finado","Norte","David Acuña",18,42,53,2,1,"C","M",NA,24,NA,10,NA,"Mycteroperca olfax",NA,NA,"175",NA,1,NA,NA,NA,NA,"UVC"
"433",4,"19-feb-14","07:23","Marchena","El Finado","Norte","David Acuña",18,42,53,2,1,"C","M",NA,24,NA,10,NA,"Mycteroperca olfax",NA,NA,"200",NA,1,NA,NA,NA,NA,"UVC"
"434",4,"19-feb-14","07:23","Marchena","El Finado","Norte","David Acuña",18,42,53,2,1,"C","M",NA,24,NA,10,NA,"Mycteroperca olfax",NA,NA,"210",NA,1,NA,NA,NA,NA,"UVC"
"435",4,"19-feb-14","07:23","Marchena","El Finado","Norte","David Acuña",18,42,53,2,1,"C","M",NA,24,NA,10,NA,"Mycteroperca olfax",NA,NA,"225",NA,1,NA,NA,NA,NA,"UVC"
"436",4,"19-feb-14","07:23","Marchena","El Finado","Norte","David Acuña",18,42,53,2,1,"C","M",NA,24,NA,10,NA,"Mycteroperca olfax",NA,NA,"250",NA,1,NA,NA,NA,NA,"UVC"
"437",4,"19-feb-14","07:23","Marchena","El Finado","Norte","David Acuña",18,42,53,2,1,"C","M",NA,24,NA,10,NA,"Mycteroperca olfax",NA,NA,"300",NA,1,NA,NA,NA,NA,"UVC"
"438",4,"19-feb-14","07:23","Marchena","El Finado","Norte","David Acuña",18,42,53,2,1,"C","M",NA,24,NA,10,NA,"Mycteroperca olfax",NA,NA,"350",NA,1,NA,NA,NA,NA,"UVC"
"439",4,"19-feb-14","07:23","Marchena","El Finado","Norte","David Acuña",18,42,53,2,1,"C","M",NA,24,NA,10,NA,"Mycteroperca olfax",NA,NA,"400",NA,1,NA,NA,NA,NA,"UVC"
"440",4,"19-feb-14","07:23","Marchena","El Finado","Norte","David Acuña",18,42,53,2,1,"C","M",NA,24,NA,10,NA,"Mycteroperca olfax",NA,NA,">400",NA,1,NA,NA,NA,NA,"UVC"
"441",5,"19-feb-14","07:25","Marchena","El Finado","Norte","David Acuña",18,42,47,2,1,"C","M",NA,24,NA,10,NA,"Mycteroperca olfax",NA,NA,"<30",NA,1,NA,NA,NA,NA,"UVC"
"442",5,"19-feb-14","07:25","Marchena","El Finado","Norte","David Acuña",18,42,47,2,1,"C","M",NA,24,NA,10,NA,"Mycteroperca olfax",NA,NA,"30",NA,1,NA,NA,NA,NA,"UVC"
"443",5,"19-feb-14","07:25","Marchena","El Finado","Norte","David Acuña",18,42,47,2,1,"C","M",NA,24,NA,10,NA,"Mycteroperca olfax",NA,NA,"35",NA,1,NA,NA,NA,NA,"UVC"
"444",5,"19-feb-14","07:25","Marchena","El Finado","Norte","David Acuña",18,42,47,2,1,"C","M",NA,24,NA,10,NA,"Mycteroperca olfax",NA,NA,"40",2,1,NA,NA,NA,NA,"UVC"
"445",5,"19-feb-14","07:25","Marchena","El Finado","Norte","David Acuña",18,42,47,2,1,"C","M",NA,24,NA,10,NA,"Mycteroperca olfax",NA,NA,"50",1,1,NA,NA,NA,NA,"UVC"
"446",5,"19-feb-14","07:25","Marchena","El Finado","Norte","David Acuña",18,42,47,2,1,"C","M",NA,24,NA,10,NA,"Mycteroperca olfax",NA,NA,"60",NA,1,NA,NA,NA,NA,"UVC"
"447",5,"19-feb-14","07:25","Marchena","El Finado","Norte","David Acuña",18,42,47,2,1,"C","M",NA,24,NA,10,NA,"Mycteroperca olfax",NA,NA,"70",NA,1,NA,NA,NA,NA,"UVC"
"448",5,"19-feb-14","07:25","Marchena","El Finado","Norte","David Acuña",18,42,47,2,1,"C","M",NA,24,NA,10,NA,"Mycteroperca olfax",NA,NA,"80",NA,1,NA,NA,NA,NA,"UVC"
"449",5,"19-feb-14","07:25","Marchena","El Finado","Norte","David Acuña",18,42,47,2,1,"C","M",NA,24,NA,10,NA,"Mycteroperca olfax",NA,NA,"90",NA,1,NA,NA,NA,NA,"UVC"
"450",5,"19-feb-14","07:25","Marchena","El Finado","Norte","David Acuña",18,42,47,2,1,"C","M",NA,24,NA,10,NA,"Mycteroperca olfax",NA,NA,"100",NA,1,NA,NA,NA,NA,"UVC"
"451",5,"19-feb-14","07:25","Marchena","El Finado","Norte","David Acuña",18,42,47,2,1,"C","M",NA,24,NA,10,NA,"Mycteroperca olfax",NA,NA,"110",NA,1,NA,NA,NA,NA,"UVC"
"452",5,"19-feb-14","07:25","Marchena","El Finado","Norte","David Acuña",18,42,47,2,1,"C","M",NA,24,NA,10,NA,"Mycteroperca olfax",NA,NA,"125",NA,1,NA,NA,NA,NA,"UVC"
"453",5,"19-feb-14","07:25","Marchena","El Finado","Norte","David Acuña",18,42,47,2,1,"C","M",NA,24,NA,10,NA,"Mycteroperca olfax",NA,NA,"150",NA,1,NA,NA,NA,NA,"UVC"
"454",5,"19-feb-14","07:25","Marchena","El Finado","Norte","David Acuña",18,42,47,2,1,"C","M",NA,24,NA,10,NA,"Mycteroperca olfax",NA,NA,"175",NA,1,NA,NA,NA,NA,"UVC"
"455",5,"19-feb-14","07:25","Marchena","El Finado","Norte","David Acuña",18,42,47,2,1,"C","M",NA,24,NA,10,NA,"Mycteroperca olfax",NA,NA,"200",NA,1,NA,NA,NA,NA,"UVC"
"456",5,"19-feb-14","07:25","Marchena","El Finado","Norte","David Acuña",18,42,47,2,1,"C","M",NA,24,NA,10,NA,"Mycteroperca olfax",NA,NA,"210",NA,1,NA,NA,NA,NA,"UVC"
"457",5,"19-feb-14","07:25","Marchena","El Finado","Norte","David Acuña",18,42,47,2,1,"C","M",NA,24,NA,10,NA,"Mycteroperca olfax",NA,NA,"225",NA,1,NA,NA,NA,NA,"UVC"
"458",5,"19-feb-14","07:25","Marchena","El Finado","Norte","David Acuña",18,42,47,2,1,"C","M",NA,24,NA,10,NA,"Mycteroperca olfax",NA,NA,"250",NA,1,NA,NA,NA,NA,"UVC"
"459",5,"19-feb-14","07:25","Marchena","El Finado","Norte","David Acuña",18,42,47,2,1,"C","M",NA,24,NA,10,NA,"Mycteroperca olfax",NA,NA,"300",NA,1,NA,NA,NA,NA,"UVC"
