"","Trasect_code","Date","Time","Island","Site","Bioregion","Diver","Depth","Dive_duration","Transect_length","Census_duration","Current","Temperature","Distance","Thermocline_depth","Water_temp_over_therm","Water_temp_below_therm","Vis_over_therm","Vis_below_therm","SPECIES","Sex","Comments","SizeClass_cm","N","Trip","Habitat_type_RSM","Rugosity_0_3","Inclination_0_3","Rocky_reef_max_depth"
"2306",10,"20-feb-14","15:22","Marchena","Punta Calle","Norte","Tyler Eddy",14,25,42,2,1,"C","M",NA,24,NA,12,NA,"Lutjanus argentiventris",NA,"Se continuó el censo anterior a 300m aprox porque había un arenal. Se reinició el censo a las 15:16h","250",NA,1,NA,NA,NA,NA
"2307",10,"20-feb-14","15:22","Marchena","Punta Calle","Norte","Tyler Eddy",14,25,42,2,1,"C","M",NA,24,NA,12,NA,"Lutjanus argentiventris",NA,"Se continuó el censo anterior a 300m aprox porque había un arenal. Se reinició el censo a las 15:16h","300",NA,1,NA,NA,NA,NA
"2308",10,"20-feb-14","15:22","Marchena","Punta Calle","Norte","Tyler Eddy",14,25,42,2,1,"C","M",NA,24,NA,12,NA,"Lutjanus argentiventris",NA,"Se continuó el censo anterior a 300m aprox porque había un arenal. Se reinició el censo a las 15:16h","350",NA,1,NA,NA,NA,NA
"2309",10,"20-feb-14","15:22","Marchena","Punta Calle","Norte","Tyler Eddy",14,25,42,2,1,"C","M",NA,24,NA,12,NA,"Lutjanus argentiventris",NA,"Se continuó el censo anterior a 300m aprox porque había un arenal. Se reinició el censo a las 15:16h","400",NA,1,NA,NA,NA,NA
"2310",10,"20-feb-14","15:22","Marchena","Punta Calle","Norte","Tyler Eddy",14,25,42,2,1,"C","M",NA,24,NA,12,NA,"Lutjanus argentiventris",NA,"Se continuó el censo anterior a 300m aprox porque había un arenal. Se reinició el censo a las 15:16h",">400",NA,1,NA,NA,NA,NA
"2311",1,"21-feb-14","07:02","Pinta","Pinta Sur","Norte","Tyler Eddy",17,25,34,2,2,"C","M",NA,19,NA,12,NA,"Lutjanus argentiventris",NA,NA,"<30",NA,1,NA,NA,NA,NA
"2312",1,"21-feb-14","07:02","Pinta","Pinta Sur","Norte","Tyler Eddy",17,25,34,2,2,"C","M",NA,19,NA,12,NA,"Lutjanus argentiventris",NA,NA,"30",NA,1,NA,NA,NA,NA
"2313",1,"21-feb-14","07:02","Pinta","Pinta Sur","Norte","Tyler Eddy",17,25,34,2,2,"C","M",NA,19,NA,12,NA,"Lutjanus argentiventris",NA,NA,"35",NA,1,NA,NA,NA,NA
"2314",1,"21-feb-14","07:02","Pinta","Pinta Sur","Norte","Tyler Eddy",17,25,34,2,2,"C","M",NA,19,NA,12,NA,"Lutjanus argentiventris",NA,NA,"40",NA,1,NA,NA,NA,NA
"2315",1,"21-feb-14","07:02","Pinta","Pinta Sur","Norte","Tyler Eddy",17,25,34,2,2,"C","M",NA,19,NA,12,NA,"Lutjanus argentiventris",NA,NA,"50",1,1,NA,NA,NA,NA
"2316",1,"21-feb-14","07:02","Pinta","Pinta Sur","Norte","Tyler Eddy",17,25,34,2,2,"C","M",NA,19,NA,12,NA,"Lutjanus argentiventris",NA,NA,"60",NA,1,NA,NA,NA,NA
"2317",1,"21-feb-14","07:02","Pinta","Pinta Sur","Norte","Tyler Eddy",17,25,34,2,2,"C","M",NA,19,NA,12,NA,"Lutjanus argentiventris",NA,NA,"70",NA,1,NA,NA,NA,NA
"2318",1,"21-feb-14","07:02","Pinta","Pinta Sur","Norte","Tyler Eddy",17,25,34,2,2,"C","M",NA,19,NA,12,NA,"Lutjanus argentiventris",NA,NA,"80",NA,1,NA,NA,NA,NA
"2319",1,"21-feb-14","07:02","Pinta","Pinta Sur","Norte","Tyler Eddy",17,25,34,2,2,"C","M",NA,19,NA,12,NA,"Lutjanus argentiventris",NA,NA,"90",NA,1,NA,NA,NA,NA
"2320",1,"21-feb-14","07:02","Pinta","Pinta Sur","Norte","Tyler Eddy",17,25,34,2,2,"C","M",NA,19,NA,12,NA,"Lutjanus argentiventris",NA,NA,"100",NA,1,NA,NA,NA,NA
"2321",1,"21-feb-14","07:02","Pinta","Pinta Sur","Norte","Tyler Eddy",17,25,34,2,2,"C","M",NA,19,NA,12,NA,"Lutjanus argentiventris",NA,NA,"110",NA,1,NA,NA,NA,NA
"2322",1,"21-feb-14","07:02","Pinta","Pinta Sur","Norte","Tyler Eddy",17,25,34,2,2,"C","M",NA,19,NA,12,NA,"Lutjanus argentiventris",NA,NA,"125",NA,1,NA,NA,NA,NA
"2323",1,"21-feb-14","07:02","Pinta","Pinta Sur","Norte","Tyler Eddy",17,25,34,2,2,"C","M",NA,19,NA,12,NA,"Lutjanus argentiventris",NA,NA,"150",NA,1,NA,NA,NA,NA
"2324",1,"21-feb-14","07:02","Pinta","Pinta Sur","Norte","Tyler Eddy",17,25,34,2,2,"C","M",NA,19,NA,12,NA,"Lutjanus argentiventris",NA,NA,"175",NA,1,NA,NA,NA,NA
"2325",1,"21-feb-14","07:02","Pinta","Pinta Sur","Norte","Tyler Eddy",17,25,34,2,2,"C","M",NA,19,NA,12,NA,"Lutjanus argentiventris",NA,NA,"200",NA,1,NA,NA,NA,NA
"2326",1,"21-feb-14","07:02","Pinta","Pinta Sur","Norte","Tyler Eddy",17,25,34,2,2,"C","M",NA,19,NA,12,NA,"Lutjanus argentiventris",NA,NA,"210",NA,1,NA,NA,NA,NA
"2327",1,"21-feb-14","07:02","Pinta","Pinta Sur","Norte","Tyler Eddy",17,25,34,2,2,"C","M",NA,19,NA,12,NA,"Lutjanus argentiventris",NA,NA,"225",NA,1,NA,NA,NA,NA
"2328",1,"21-feb-14","07:02","Pinta","Pinta Sur","Norte","Tyler Eddy",17,25,34,2,2,"C","M",NA,19,NA,12,NA,"Lutjanus argentiventris",NA,NA,"250",NA,1,NA,NA,NA,NA
"2329",1,"21-feb-14","07:02","Pinta","Pinta Sur","Norte","Tyler Eddy",17,25,34,2,2,"C","M",NA,19,NA,12,NA,"Lutjanus argentiventris",NA,NA,"300",NA,1,NA,NA,NA,NA
"2330",1,"21-feb-14","07:02","Pinta","Pinta Sur","Norte","Tyler Eddy",17,25,34,2,2,"C","M",NA,19,NA,12,NA,"Lutjanus argentiventris",NA,NA,"350",NA,1,NA,NA,NA,NA
"2331",1,"21-feb-14","07:02","Pinta","Pinta Sur","Norte","Tyler Eddy",17,25,34,2,2,"C","M",NA,19,NA,12,NA,"Lutjanus argentiventris",NA,NA,"400",NA,1,NA,NA,NA,NA
"2332",1,"21-feb-14","07:02","Pinta","Pinta Sur","Norte","Tyler Eddy",17,25,34,2,2,"C","M",NA,19,NA,12,NA,"Lutjanus argentiventris",NA,NA,">400",NA,1,NA,NA,NA,NA
"2333",8,"21-feb-14","07:18","Pinta","Pinta Sur","Norte","Tyler Eddy",16,25,47,NA,2,"C","M",NA,19,NA,12,NA,"Mycteroperca olfax",NA,NA,"<30",NA,1,NA,NA,NA,NA
"2334",8,"21-feb-14","07:18","Pinta","Pinta Sur","Norte","Tyler Eddy",16,25,47,NA,2,"C","M",NA,19,NA,12,NA,"Mycteroperca olfax",NA,NA,"30",NA,1,NA,NA,NA,NA
"2335",8,"21-feb-14","07:18","Pinta","Pinta Sur","Norte","Tyler Eddy",16,25,47,NA,2,"C","M",NA,19,NA,12,NA,"Mycteroperca olfax",NA,NA,"35",NA,1,NA,NA,NA,NA
"2336",8,"21-feb-14","07:18","Pinta","Pinta Sur","Norte","Tyler Eddy",16,25,47,NA,2,"C","M",NA,19,NA,12,NA,"Mycteroperca olfax",NA,NA,"40",1,1,NA,NA,NA,NA
"2337",8,"21-feb-14","07:18","Pinta","Pinta Sur","Norte","Tyler Eddy",16,25,47,NA,2,"C","M",NA,19,NA,12,NA,"Mycteroperca olfax",NA,NA,"50",NA,1,NA,NA,NA,NA
"2338",8,"21-feb-14","07:18","Pinta","Pinta Sur","Norte","Tyler Eddy",16,25,47,NA,2,"C","M",NA,19,NA,12,NA,"Mycteroperca olfax",NA,NA,"60",NA,1,NA,NA,NA,NA
"2339",8,"21-feb-14","07:18","Pinta","Pinta Sur","Norte","Tyler Eddy",16,25,47,NA,2,"C","M",NA,19,NA,12,NA,"Mycteroperca olfax",NA,NA,"70",NA,1,NA,NA,NA,NA
"2340",8,"21-feb-14","07:18","Pinta","Pinta Sur","Norte","Tyler Eddy",16,25,47,NA,2,"C","M",NA,19,NA,12,NA,"Mycteroperca olfax",NA,NA,"80",NA,1,NA,NA,NA,NA
"2341",8,"21-feb-14","07:18","Pinta","Pinta Sur","Norte","Tyler Eddy",16,25,47,NA,2,"C","M",NA,19,NA,12,NA,"Mycteroperca olfax",NA,NA,"90",NA,1,NA,NA,NA,NA
"2342",8,"21-feb-14","07:18","Pinta","Pinta Sur","Norte","Tyler Eddy",16,25,47,NA,2,"C","M",NA,19,NA,12,NA,"Mycteroperca olfax",NA,NA,"100",NA,1,NA,NA,NA,NA
"2343",8,"21-feb-14","07:18","Pinta","Pinta Sur","Norte","Tyler Eddy",16,25,47,NA,2,"C","M",NA,19,NA,12,NA,"Mycteroperca olfax",NA,NA,"110",NA,1,NA,NA,NA,NA
"2344",8,"21-feb-14","07:18","Pinta","Pinta Sur","Norte","Tyler Eddy",16,25,47,NA,2,"C","M",NA,19,NA,12,NA,"Mycteroperca olfax",NA,NA,"125",NA,1,NA,NA,NA,NA
"2345",8,"21-feb-14","07:18","Pinta","Pinta Sur","Norte","Tyler Eddy",16,25,47,NA,2,"C","M",NA,19,NA,12,NA,"Mycteroperca olfax",NA,NA,"150",NA,1,NA,NA,NA,NA
"2346",8,"21-feb-14","07:18","Pinta","Pinta Sur","Norte","Tyler Eddy",16,25,47,NA,2,"C","M",NA,19,NA,12,NA,"Mycteroperca olfax",NA,NA,"175",NA,1,NA,NA,NA,NA
"2347",8,"21-feb-14","07:18","Pinta","Pinta Sur","Norte","Tyler Eddy",16,25,47,NA,2,"C","M",NA,19,NA,12,NA,"Mycteroperca olfax",NA,NA,"200",NA,1,NA,NA,NA,NA
"2348",8,"21-feb-14","07:18","Pinta","Pinta Sur","Norte","Tyler Eddy",16,25,47,NA,2,"C","M",NA,19,NA,12,NA,"Mycteroperca olfax",NA,NA,"210",NA,1,NA,NA,NA,NA
"2349",8,"21-feb-14","07:18","Pinta","Pinta Sur","Norte","Tyler Eddy",16,25,47,NA,2,"C","M",NA,19,NA,12,NA,"Mycteroperca olfax",NA,NA,"225",NA,1,NA,NA,NA,NA
"2350",8,"21-feb-14","07:18","Pinta","Pinta Sur","Norte","Tyler Eddy",16,25,47,NA,2,"C","M",NA,19,NA,12,NA,"Mycteroperca olfax",NA,NA,"250",NA,1,NA,NA,NA,NA
"2351",8,"21-feb-14","07:18","Pinta","Pinta Sur","Norte","Tyler Eddy",16,25,47,NA,2,"C","M",NA,19,NA,12,NA,"Mycteroperca olfax",NA,NA,"300",NA,1,NA,NA,NA,NA
"2352",8,"21-feb-14","07:18","Pinta","Pinta Sur","Norte","Tyler Eddy",16,25,47,NA,2,"C","M",NA,19,NA,12,NA,"Mycteroperca olfax",NA,NA,"350",NA,1,NA,NA,NA,NA
"2353",8,"21-feb-14","07:18","Pinta","Pinta Sur","Norte","Tyler Eddy",16,25,47,NA,2,"C","M",NA,19,NA,12,NA,"Mycteroperca olfax",NA,NA,"400",NA,1,NA,NA,NA,NA
"2354",8,"21-feb-14","07:18","Pinta","Pinta Sur","Norte","Tyler Eddy",16,25,47,NA,2,"C","M",NA,19,NA,12,NA,"Mycteroperca olfax",NA,NA,">400",NA,1,NA,NA,NA,NA
"2355",3,"21-feb-14","10:39","Pinta","Pinta Norte","Norte","Tyler Eddy",17,25,60,NA,2,"C","M",NA,24,NA,12,NA,"Lutjanus argentiventris",NA,NA,"<30",NA,1,NA,NA,NA,NA
"2356",3,"21-feb-14","10:39","Pinta","Pinta Norte","Norte","Tyler Eddy",17,25,60,NA,2,"C","M",NA,24,NA,12,NA,"Lutjanus argentiventris",NA,NA,"30",NA,1,NA,NA,NA,NA
"2357",3,"21-feb-14","10:39","Pinta","Pinta Norte","Norte","Tyler Eddy",17,25,60,NA,2,"C","M",NA,24,NA,12,NA,"Lutjanus argentiventris",NA,NA,"35",NA,1,NA,NA,NA,NA
"2358",3,"21-feb-14","10:39","Pinta","Pinta Norte","Norte","Tyler Eddy",17,25,60,NA,2,"C","M",NA,24,NA,12,NA,"Lutjanus argentiventris",NA,NA,"40",NA,1,NA,NA,NA,NA
"2359",3,"21-feb-14","10:39","Pinta","Pinta Norte","Norte","Tyler Eddy",17,25,60,NA,2,"C","M",NA,24,NA,12,NA,"Lutjanus argentiventris",NA,NA,"50",NA,1,NA,NA,NA,NA
"2360",3,"21-feb-14","10:39","Pinta","Pinta Norte","Norte","Tyler Eddy",17,25,60,NA,2,"C","M",NA,24,NA,12,NA,"Lutjanus argentiventris",NA,NA,"60",1,1,NA,NA,NA,NA
"2361",3,"21-feb-14","10:39","Pinta","Pinta Norte","Norte","Tyler Eddy",17,25,60,NA,2,"C","M",NA,24,NA,12,NA,"Lutjanus argentiventris",NA,NA,"70",NA,1,NA,NA,NA,NA
"2362",3,"21-feb-14","10:39","Pinta","Pinta Norte","Norte","Tyler Eddy",17,25,60,NA,2,"C","M",NA,24,NA,12,NA,"Lutjanus argentiventris",NA,NA,"80",NA,1,NA,NA,NA,NA
"2363",3,"21-feb-14","10:39","Pinta","Pinta Norte","Norte","Tyler Eddy",17,25,60,NA,2,"C","M",NA,24,NA,12,NA,"Lutjanus argentiventris",NA,NA,"90",NA,1,NA,NA,NA,NA
"2364",3,"21-feb-14","10:39","Pinta","Pinta Norte","Norte","Tyler Eddy",17,25,60,NA,2,"C","M",NA,24,NA,12,NA,"Lutjanus argentiventris",NA,NA,"100",NA,1,NA,NA,NA,NA
"2365",3,"21-feb-14","10:39","Pinta","Pinta Norte","Norte","Tyler Eddy",17,25,60,NA,2,"C","M",NA,24,NA,12,NA,"Lutjanus argentiventris",NA,NA,"110",NA,1,NA,NA,NA,NA
"2366",3,"21-feb-14","10:39","Pinta","Pinta Norte","Norte","Tyler Eddy",17,25,60,NA,2,"C","M",NA,24,NA,12,NA,"Lutjanus argentiventris",NA,NA,"125",NA,1,NA,NA,NA,NA
"2367",3,"21-feb-14","10:39","Pinta","Pinta Norte","Norte","Tyler Eddy",17,25,60,NA,2,"C","M",NA,24,NA,12,NA,"Lutjanus argentiventris",NA,NA,"150",NA,1,NA,NA,NA,NA
"2368",3,"21-feb-14","10:39","Pinta","Pinta Norte","Norte","Tyler Eddy",17,25,60,NA,2,"C","M",NA,24,NA,12,NA,"Lutjanus argentiventris",NA,NA,"175",NA,1,NA,NA,NA,NA
"2369",3,"21-feb-14","10:39","Pinta","Pinta Norte","Norte","Tyler Eddy",17,25,60,NA,2,"C","M",NA,24,NA,12,NA,"Lutjanus argentiventris",NA,NA,"200",NA,1,NA,NA,NA,NA
"2370",3,"21-feb-14","10:39","Pinta","Pinta Norte","Norte","Tyler Eddy",17,25,60,NA,2,"C","M",NA,24,NA,12,NA,"Lutjanus argentiventris",NA,NA,"210",NA,1,NA,NA,NA,NA
"2371",3,"21-feb-14","10:39","Pinta","Pinta Norte","Norte","Tyler Eddy",17,25,60,NA,2,"C","M",NA,24,NA,12,NA,"Lutjanus argentiventris",NA,NA,"225",NA,1,NA,NA,NA,NA
"2372",3,"21-feb-14","10:39","Pinta","Pinta Norte","Norte","Tyler Eddy",17,25,60,NA,2,"C","M",NA,24,NA,12,NA,"Lutjanus argentiventris",NA,NA,"250",NA,1,NA,NA,NA,NA
"2373",3,"21-feb-14","10:39","Pinta","Pinta Norte","Norte","Tyler Eddy",17,25,60,NA,2,"C","M",NA,24,NA,12,NA,"Lutjanus argentiventris",NA,NA,"300",NA,1,NA,NA,NA,NA
"2374",3,"21-feb-14","10:39","Pinta","Pinta Norte","Norte","Tyler Eddy",17,25,60,NA,2,"C","M",NA,24,NA,12,NA,"Lutjanus argentiventris",NA,NA,"350",NA,1,NA,NA,NA,NA
"2375",3,"21-feb-14","10:39","Pinta","Pinta Norte","Norte","Tyler Eddy",17,25,60,NA,2,"C","M",NA,24,NA,12,NA,"Lutjanus argentiventris",NA,NA,"400",NA,1,NA,NA,NA,NA
"2376",3,"21-feb-14","10:39","Pinta","Pinta Norte","Norte","Tyler Eddy",17,25,60,NA,2,"C","M",NA,24,NA,12,NA,"Lutjanus argentiventris",NA,NA,">400",NA,1,NA,NA,NA,NA
"2377",3,"21-feb-14","10:39","Pinta","Pinta Norte","Norte","Tyler Eddy",17,25,60,NA,2,"C","M",NA,24,NA,12,NA,"Mycteroperca olfax",NA,NA,"<30",NA,1,NA,NA,NA,NA
"2378",3,"21-feb-14","10:39","Pinta","Pinta Norte","Norte","Tyler Eddy",17,25,60,NA,2,"C","M",NA,24,NA,12,NA,"Mycteroperca olfax",NA,NA,"30",NA,1,NA,NA,NA,NA
"2379",3,"21-feb-14","10:39","Pinta","Pinta Norte","Norte","Tyler Eddy",17,25,60,NA,2,"C","M",NA,24,NA,12,NA,"Mycteroperca olfax",NA,NA,"35",NA,1,NA,NA,NA,NA
"2380",3,"21-feb-14","10:39","Pinta","Pinta Norte","Norte","Tyler Eddy",17,25,60,NA,2,"C","M",NA,24,NA,12,NA,"Mycteroperca olfax",NA,NA,"40",NA,1,NA,NA,NA,NA
"2381",3,"21-feb-14","10:39","Pinta","Pinta Norte","Norte","Tyler Eddy",17,25,60,NA,2,"C","M",NA,24,NA,12,NA,"Mycteroperca olfax",NA,NA,"50",1,1,NA,NA,NA,NA
"2382",3,"21-feb-14","10:39","Pinta","Pinta Norte","Norte","Tyler Eddy",17,25,60,NA,2,"C","M",NA,24,NA,12,NA,"Mycteroperca olfax",NA,NA,"60",NA,1,NA,NA,NA,NA
"2383",3,"21-feb-14","10:39","Pinta","Pinta Norte","Norte","Tyler Eddy",17,25,60,NA,2,"C","M",NA,24,NA,12,NA,"Mycteroperca olfax",NA,NA,"70",NA,1,NA,NA,NA,NA
"2384",3,"21-feb-14","10:39","Pinta","Pinta Norte","Norte","Tyler Eddy",17,25,60,NA,2,"C","M",NA,24,NA,12,NA,"Mycteroperca olfax",NA,NA,"80",NA,1,NA,NA,NA,NA
"2385",3,"21-feb-14","10:39","Pinta","Pinta Norte","Norte","Tyler Eddy",17,25,60,NA,2,"C","M",NA,24,NA,12,NA,"Mycteroperca olfax",NA,NA,"90",NA,1,NA,NA,NA,NA
"2386",3,"21-feb-14","10:39","Pinta","Pinta Norte","Norte","Tyler Eddy",17,25,60,NA,2,"C","M",NA,24,NA,12,NA,"Mycteroperca olfax",NA,NA,"100",NA,1,NA,NA,NA,NA
"2387",3,"21-feb-14","10:39","Pinta","Pinta Norte","Norte","Tyler Eddy",17,25,60,NA,2,"C","M",NA,24,NA,12,NA,"Mycteroperca olfax",NA,NA,"110",NA,1,NA,NA,NA,NA
"2388",3,"21-feb-14","10:39","Pinta","Pinta Norte","Norte","Tyler Eddy",17,25,60,NA,2,"C","M",NA,24,NA,12,NA,"Mycteroperca olfax",NA,NA,"125",NA,1,NA,NA,NA,NA
"2389",3,"21-feb-14","10:39","Pinta","Pinta Norte","Norte","Tyler Eddy",17,25,60,NA,2,"C","M",NA,24,NA,12,NA,"Mycteroperca olfax",NA,NA,"150",NA,1,NA,NA,NA,NA
"2390",3,"21-feb-14","10:39","Pinta","Pinta Norte","Norte","Tyler Eddy",17,25,60,NA,2,"C","M",NA,24,NA,12,NA,"Mycteroperca olfax",NA,NA,"175",NA,1,NA,NA,NA,NA
"2391",3,"21-feb-14","10:39","Pinta","Pinta Norte","Norte","Tyler Eddy",17,25,60,NA,2,"C","M",NA,24,NA,12,NA,"Mycteroperca olfax",NA,NA,"200",NA,1,NA,NA,NA,NA
"2392",3,"21-feb-14","10:39","Pinta","Pinta Norte","Norte","Tyler Eddy",17,25,60,NA,2,"C","M",NA,24,NA,12,NA,"Mycteroperca olfax",NA,NA,"210",NA,1,NA,NA,NA,NA
"2393",3,"21-feb-14","10:39","Pinta","Pinta Norte","Norte","Tyler Eddy",17,25,60,NA,2,"C","M",NA,24,NA,12,NA,"Mycteroperca olfax",NA,NA,"225",NA,1,NA,NA,NA,NA
"2394",3,"21-feb-14","10:39","Pinta","Pinta Norte","Norte","Tyler Eddy",17,25,60,NA,2,"C","M",NA,24,NA,12,NA,"Mycteroperca olfax",NA,NA,"250",NA,1,NA,NA,NA,NA
"2395",3,"21-feb-14","10:39","Pinta","Pinta Norte","Norte","Tyler Eddy",17,25,60,NA,2,"C","M",NA,24,NA,12,NA,"Mycteroperca olfax",NA,NA,"300",NA,1,NA,NA,NA,NA
"2396",3,"21-feb-14","10:39","Pinta","Pinta Norte","Norte","Tyler Eddy",17,25,60,NA,2,"C","M",NA,24,NA,12,NA,"Mycteroperca olfax",NA,NA,"350",NA,1,NA,NA,NA,NA
"2397",3,"21-feb-14","10:39","Pinta","Pinta Norte","Norte","Tyler Eddy",17,25,60,NA,2,"C","M",NA,24,NA,12,NA,"Mycteroperca olfax",NA,NA,"400",NA,1,NA,NA,NA,NA
"2398",3,"21-feb-14","10:39","Pinta","Pinta Norte","Norte","Tyler Eddy",17,25,60,NA,2,"C","M",NA,24,NA,12,NA,"Mycteroperca olfax",NA,NA,">400",NA,1,NA,NA,NA,NA
"2399",4,"21-feb-14","10:41","Pinta","Pinta Norte","Norte","Tyler Eddy",16,25,61,NA,2,"C","M",NA,24,NA,12,NA,"Mycteroperca olfax",NA,NA,"<30",NA,1,NA,NA,NA,NA
"2400",4,"21-feb-14","10:41","Pinta","Pinta Norte","Norte","Tyler Eddy",16,25,61,NA,2,"C","M",NA,24,NA,12,NA,"Mycteroperca olfax",NA,NA,"30",NA,1,NA,NA,NA,NA
"2401",4,"21-feb-14","10:41","Pinta","Pinta Norte","Norte","Tyler Eddy",16,25,61,NA,2,"C","M",NA,24,NA,12,NA,"Mycteroperca olfax",NA,NA,"35",NA,1,NA,NA,NA,NA
"2402",4,"21-feb-14","10:41","Pinta","Pinta Norte","Norte","Tyler Eddy",16,25,61,NA,2,"C","M",NA,24,NA,12,NA,"Mycteroperca olfax",NA,NA,"40",NA,1,NA,NA,NA,NA
"2403",4,"21-feb-14","10:41","Pinta","Pinta Norte","Norte","Tyler Eddy",16,25,61,NA,2,"C","M",NA,24,NA,12,NA,"Mycteroperca olfax",NA,NA,"50",NA,1,NA,NA,NA,NA
"2404",4,"21-feb-14","10:41","Pinta","Pinta Norte","Norte","Tyler Eddy",16,25,61,NA,2,"C","M",NA,24,NA,12,NA,"Mycteroperca olfax",NA,NA,"60",1,1,NA,NA,NA,NA
"2405",4,"21-feb-14","10:41","Pinta","Pinta Norte","Norte","Tyler Eddy",16,25,61,NA,2,"C","M",NA,24,NA,12,NA,"Mycteroperca olfax",NA,NA,"70",NA,1,NA,NA,NA,NA
"2406",4,"21-feb-14","10:41","Pinta","Pinta Norte","Norte","Tyler Eddy",16,25,61,NA,2,"C","M",NA,24,NA,12,NA,"Mycteroperca olfax",NA,NA,"80",NA,1,NA,NA,NA,NA
"2407",4,"21-feb-14","10:41","Pinta","Pinta Norte","Norte","Tyler Eddy",16,25,61,NA,2,"C","M",NA,24,NA,12,NA,"Mycteroperca olfax",NA,NA,"90",NA,1,NA,NA,NA,NA
"2408",4,"21-feb-14","10:41","Pinta","Pinta Norte","Norte","Tyler Eddy",16,25,61,NA,2,"C","M",NA,24,NA,12,NA,"Mycteroperca olfax",NA,NA,"100",NA,1,NA,NA,NA,NA
"2409",4,"21-feb-14","10:41","Pinta","Pinta Norte","Norte","Tyler Eddy",16,25,61,NA,2,"C","M",NA,24,NA,12,NA,"Mycteroperca olfax",NA,NA,"110",NA,1,NA,NA,NA,NA
"2410",4,"21-feb-14","10:41","Pinta","Pinta Norte","Norte","Tyler Eddy",16,25,61,NA,2,"C","M",NA,24,NA,12,NA,"Mycteroperca olfax",NA,NA,"125",NA,1,NA,NA,NA,NA
"2411",4,"21-feb-14","10:41","Pinta","Pinta Norte","Norte","Tyler Eddy",16,25,61,NA,2,"C","M",NA,24,NA,12,NA,"Mycteroperca olfax",NA,NA,"150",NA,1,NA,NA,NA,NA
"2412",4,"21-feb-14","10:41","Pinta","Pinta Norte","Norte","Tyler Eddy",16,25,61,NA,2,"C","M",NA,24,NA,12,NA,"Mycteroperca olfax",NA,NA,"175",NA,1,NA,NA,NA,NA
"2413",4,"21-feb-14","10:41","Pinta","Pinta Norte","Norte","Tyler Eddy",16,25,61,NA,2,"C","M",NA,24,NA,12,NA,"Mycteroperca olfax",NA,NA,"200",NA,1,NA,NA,NA,NA
"2414",4,"21-feb-14","10:41","Pinta","Pinta Norte","Norte","Tyler Eddy",16,25,61,NA,2,"C","M",NA,24,NA,12,NA,"Mycteroperca olfax",NA,NA,"210",NA,1,NA,NA,NA,NA
"2415",4,"21-feb-14","10:41","Pinta","Pinta Norte","Norte","Tyler Eddy",16,25,61,NA,2,"C","M",NA,24,NA,12,NA,"Mycteroperca olfax",NA,NA,"225",NA,1,NA,NA,NA,NA
"2416",4,"21-feb-14","10:41","Pinta","Pinta Norte","Norte","Tyler Eddy",16,25,61,NA,2,"C","M",NA,24,NA,12,NA,"Mycteroperca olfax",NA,NA,"250",NA,1,NA,NA,NA,NA
"2417",4,"21-feb-14","10:41","Pinta","Pinta Norte","Norte","Tyler Eddy",16,25,61,NA,2,"C","M",NA,24,NA,12,NA,"Mycteroperca olfax",NA,NA,"300",NA,1,NA,NA,NA,NA
"2418",4,"21-feb-14","10:41","Pinta","Pinta Norte","Norte","Tyler Eddy",16,25,61,NA,2,"C","M",NA,24,NA,12,NA,"Mycteroperca olfax",NA,NA,"350",NA,1,NA,NA,NA,NA
"2419",4,"21-feb-14","10:41","Pinta","Pinta Norte","Norte","Tyler Eddy",16,25,61,NA,2,"C","M",NA,24,NA,12,NA,"Mycteroperca olfax",NA,NA,"400",NA,1,NA,NA,NA,NA
"2420",4,"21-feb-14","10:41","Pinta","Pinta Norte","Norte","Tyler Eddy",16,25,61,NA,2,"C","M",NA,24,NA,12,NA,"Mycteroperca olfax",NA,NA,">400",NA,1,NA,NA,NA,NA
"2421",6,"21-feb-14","10:46","Pinta","Pinta Norte","Norte","Tyler Eddy",14,25,42,NA,2,"C","M",NA,24,NA,12,NA,"Lutjanus argentiventris",NA,NA,"<30",NA,1,NA,NA,NA,NA
"2422",6,"21-feb-14","10:46","Pinta","Pinta Norte","Norte","Tyler Eddy",14,25,42,NA,2,"C","M",NA,24,NA,12,NA,"Lutjanus argentiventris",NA,NA,"30",NA,1,NA,NA,NA,NA
"2423",6,"21-feb-14","10:46","Pinta","Pinta Norte","Norte","Tyler Eddy",14,25,42,NA,2,"C","M",NA,24,NA,12,NA,"Lutjanus argentiventris",NA,NA,"35",NA,1,NA,NA,NA,NA
"2424",6,"21-feb-14","10:46","Pinta","Pinta Norte","Norte","Tyler Eddy",14,25,42,NA,2,"C","M",NA,24,NA,12,NA,"Lutjanus argentiventris",NA,NA,"40",1,1,NA,NA,NA,NA
"2425",6,"21-feb-14","10:46","Pinta","Pinta Norte","Norte","Tyler Eddy",14,25,42,NA,2,"C","M",NA,24,NA,12,NA,"Lutjanus argentiventris",NA,NA,"50",4,1,NA,NA,NA,NA
"2426",6,"21-feb-14","10:46","Pinta","Pinta Norte","Norte","Tyler Eddy",14,25,42,NA,2,"C","M",NA,24,NA,12,NA,"Lutjanus argentiventris",NA,NA,"60",1,1,NA,NA,NA,NA
"2427",6,"21-feb-14","10:46","Pinta","Pinta Norte","Norte","Tyler Eddy",14,25,42,NA,2,"C","M",NA,24,NA,12,NA,"Lutjanus argentiventris",NA,NA,"70",NA,1,NA,NA,NA,NA
